﻿social_category,document_type,sequence_number,text_title,author_name,text_contents,text_contents_punctuated
大臣,罷免,26,蕭俛右僕射制,,"師長庶工總詳六職重任久曠益難其人自非體參股
肱位列鈞鼎能引義以知退爰致禮而加恩則授受之
間何以允兹任也朝議大夫守門下侍郎同中書門下
平章事徐國公賜紫金魚袋蕭俛門承華衮位列清貫
用能周物志在匡時勤内署之論思肅南䑓之綱紀朕
自承大序擢處台階推一心獻納之誠贊四方經營之
績及此踰嵗累誠懇辭微恙所侵堅請難奪朕憂勤庶
政親委大臣務厚始終以全進退既謝弼諧之任宜加
端揆之崇爾其戒之服我優秩可守尚書右僕射勲賜
如故(長慶元/年正月)",師長庶工，總詳六職，重任，久曠，益難。其人自非體參股肱，位列鈞鼎，能引義以知退。爰致禮而加恩，則授受之間，何以允兹任也！朝議大夫。守門下侍郎。同中書門下平章事徐國公賜紫金魚袋。蕭俛門承華衮，位列清貫，用能周物，志在匡時，勤内署之論，思肅南䑓之綱紀。朕自承大序，擢處台階，推一心獻納之誠，贊四方經營之績。及此踰嵗累誠，懇辭，微恙所侵，堅請難奪。朕憂勤庶政，親委大臣，務厚始終，以全進退。既謝弼諧之任，宜加端揆之崇爾其戒之，服我優秩可守。尚書右僕射，勲賜如故。(長慶元/年正月)。
大臣,罷免,27,崔植刑部尚書制,,"門下宰相者朕之腹心和合天下在乎鎮静藩服附親
逺方将𢎞遂物之宜必有更張之道正議大夫守中書
侍郎同中書門下平章事武騎尉賜紫金魚袋崔植往
在先朝頗推廣直馴行惟謹保萬石之風清德不渝繼
四公之業遂昇左掖實著能名駁正之美稱於朝列朕
以孝公太傅代載忠貞擢於相門授以台席顧惟寡昧
奉以丕圗毎念為君之難敢忘從諫之義推誠聽納虛
已諮詢庶洽羣心以迎和氣叔敖是期於秉羽汲黯謂
致於寝謀宵分以興日旰忘食昔藩國多事平津譲侯
隂陽未和石慶辭位爾惟謙遜豈常求安稱疾拜章勤亦
至矣雖愒日之年未及而寝氷之意尚堅遂輟樞機用
成美志崇以天秩長於秋官君臣之間朕無所愧可守
刑部尚書散官勲賜如故(長慶三/年二月)",門下宰相者，朕之腹心和合，天下在乎鎮静藩服，附親逺方将𢎞遂物之宜，必有更張之道。正議大夫。守中書侍郎。同中書門下平章事。武騎尉，賜紫金魚袋。崔植往在先朝，頗推廣直，馴行惟謹，保萬石之風，清德不渝，繼四公之業，遂昇左掖，實著能名駁正之美，稱於朝列。朕以孝公太傅，代載忠貞，擢於相門，授以台席。顧惟寡昧，奉以丕圗。毎念為君之難，敢忘從諫之義，推誠聽納，虛已諮詢，庶洽羣心，以迎和氣。叔敖是期於秉羽汲黯，謂致於寝謀，宵分以興，日旰忘食。昔藩國多事，平津譲侯，隂陽未和，石慶辭位，爾惟謙遜，豈常求安，稱疾拜章，勤亦至矣。雖愒日之年未及，而寝氷之意尚堅，遂輟樞機，用成美志，崇以天秩，長於秋官，君臣之間，朕無所愧，可守刑部尚書。散官，勲賜如故。(長慶三/年二月)。
大臣,罷免,28,元稹同州刺史制,,"宰相者位列巖廊權參造化内操政柄上代天工朕嗣
守丕圗思與至治每於擢用冀獲雋良為善有聞必資
奨寵罹於愆謗用罷台階通議大夫守尚書工部侍郎
同中書門下平章事上柱國賜紫金魚袋元稹游藝資
身明經筮仕累膺科選益振榮華茂識宏才登名晁董
之列佳辭麗句馳聲謝鮑之間頃在憲䑓嘗推舉職比
及遷黜亦以直聞是以擢在周行典斯誥命洎參處宻近旋委
台衡宜竭謀猷盡以匡贊而乃不思𢎞益之道遂纓詿
誤之愆察以衷情雖非為已行兹左道豈曰効忠體渉
異端理宜偕罷朕以君臣之分貴獲始終任使之時亦
獻誠懇毎思加膝寧忍墜泉猶𢎞在宥之心俾列專城
之寄左郡之大三輔推雄控壓闗河連屬宫苑勉於政績
副我優恩可使持節同州諸軍事守同州刺史充本州
防禦使長春宫等使散官勲賜如故(長慶二/年六月)",宰相者，位列巖廊，權參造化，内操政柄，上代天工。朕嗣守丕圗，思與至治，每於擢用，冀獲雋良，為善有聞必資奨寵，罹於愆謗。用罷台階。通議大夫。守尚書工部侍郎。同中書門下平章事。上柱國，賜紫金魚袋。元稹游藝資身，明經筮仕，累膺科選，益振榮華，茂識宏才，登名晁。董之列，佳辭麗句，馳聲謝鮑之間。頃在憲䑓，嘗推舉職，比及遷黜，亦以直聞。是以擢在周行，典斯誥命，洎參處宻近，旋委台衡，宜竭謀猷，盡以匡贊，而乃不思𢎞益之道，遂纓詿誤之愆，察以衷情，雖非為已，行兹左道，豈曰効忠，體渉異端，理宜偕罷！朕以君臣之分，貴獲始終，任使之時，亦獻誠懇，毎思加膝，寧忍墜泉，猶𢎞在宥之心，俾列專城之寄。左郡之大。三輔推雄，控壓闗河，連屬宫苑，勉於政績，副我優恩。可使持節同州諸軍事。守同州刺史，充本州防禦使。長春宫等使，散官勲賜如故。(長慶二/年六月)。
大臣,罷免,29,裴度右僕射制,,"朕端已推誠資於輔相求人與衆諒在訏謨所以詢公
卿之言從士庶之望輟任淮海俾居台階舉先朝勲舊
之臣當四海具瞻之位推心委柄期在賢能成效靡孚
余将何望守司空兼門下侍郎同中書門下平章事上
柱國晉國公食邑三千户裴度器本端誠道惟謇諤挺
筠松之操藴珪玉之姿望著巖廊功書竹帛䇿勲報爵
寵極人臣朕恭守睿圗推心弼輔聿求俊彦思致雍熙
擢升論道之司再授樞衡之任虚心日矢佇乃嘉猷而
鼎飪未調弛張異制誠宜有犯無隠忠讜必陳使余誠
懷不惑聞聽何容違於造次致有間於笙簧棘木既窮
匪辭焉騐昔漢以隂陽不和冊免丞相今爾訏謨或爽
宜罷台司疇勲績以尚功録忠勞而念舊俾居右揆非
謂左遷用崇師長之榮勿以優閑自薄可守本官尚書
右僕射散官勲封如故(長慶三/年六月)",朕端已推誠，資於輔相，求人與衆，諒在。訏謨所以詢公卿之言，從士庶之望，輟任淮海，俾居台階，舉先朝勲舊之臣，當四海具瞻之位，推心委柄，期在賢能，成效靡孚。余将何望！守司空兼門下侍郎。同中書門下平章事。上柱國。晉國公，食邑三千户。裴度器本端誠，道惟謇諤，挺筠松之操，藴珪玉之姿，望著巖廊，功書竹帛，䇿勲報爵，寵極人臣。朕恭守睿圗，推心弼輔，聿求俊彦，思致雍熙，擢升論道之司，再授樞衡之任。虚心日矢，佇乃嘉猷，而鼎飪未調，弛張異制，誠宜有犯無隠，忠讜必陳。使余誠懷不惑，聞聽何容違於造次，致有間於笙簧棘木，既窮，匪辭焉。騐！昔漢以隂陽不和，冊免丞相。今爾訏謨或爽，宜罷台司，疇勲績以尚功，録忠勞而念舊，俾居右揆，非謂左遷，用崇師長之榮，勿以優閑自薄，可守本官尚書右僕射。散官，勲封如故。(長慶三/年六月)。
大臣,罷免,30,宋申錫太子右庶子制,,"君臣之道義切始終股肱之良任存正直茍渉邪枉自
紊憲章既虧恪慎之心難委弼諧之任正議大夫行尚
書右丞同中書門下平章事上柱國賜紫金魚袋宋申
錫學習儒門職參翰苑備我顧問洽兹寵光謂其啓沃
竭忠擢登台鉉而乃踐修不慎日底愆尤知臣之規俾
予増愧欲遏姦囬之路宜先勸懲之源豈可猶秉樞機
仍司考轄罷居台席列位龍樓誠謂寛恩周全至體朕
以事状之間慮其寃濫鞫騐之際洎務詳明當竚得情
以復申明可行太子右庶子散官勲封如故(太和五/年三月)",君臣之道，義切始終。股肱之良，任存正直，茍渉邪枉，自紊憲章既虧，恪慎之心，難委弼諧之任。正議大夫。行尚書右丞。同中書門下平章事。上柱國，賜紫金魚袋。宋申錫學習儒門，職參翰苑，備我顧問，洽兹寵光，謂其啓沃竭忠，擢登台鉉，而乃踐修不慎，日底愆尤，知臣之規，俾予増愧，欲遏姦囬之路，宜先勸懲之源，豈可猶秉樞機，仍司考轄，罷居台席，列位龍樓，誠謂寛恩周全至體。朕以事状之間，慮其寃濫鞫騐之際，洎務詳明當竚得情，以復申明可行。太子右庶子。散官勲封如故。(太和五/年三月)。
大臣,罷免,31,陳夷行左僕射制,,"王者推至公以御天下成庶務以佚羣才况乎寅亮所
資安危攸屬顧是進退實惟矜慎其有績懋致君誠深
知止則豈可不優其恩禮遂以便安上德尊賢於是乎
在銀青光禄大夫守尚書左僕射兼門下侍郎同中書
門下平章事監修國史陳夷行受天正性味道至和雅
量川渟厚德山峙慮必經逺詞皆摭微舒遲見君子之
容端肅得大臣之體文推訓誥學奥泉源膏腴五常枝
葉百行早以精懿列侍禁闈温樹既彰於不言王度毎
資於宻贊洎踐登衮職左右文宗遇事必陳犯鱗靡懼
標掲令範振揚直聲逮余纂承再諧夢卜輔我以大中
之道𢎞我以可久之規匡益居多厥庸甚茂近者寒暑
乖候歩履或難雖嘉猷屢竭於沃心微恙有妨於造膝
朕雖倚賴方樂優崇而獻疏披誠固懐退譲眷言美志
難議强煩用是輟爕贊於三台專儀刑於百揆庶可資
乎頤養且無替其崇髙仍加貴勲式表光寵可守尚書
左僕射仍賜上柱國(會昌二/年六月)",王者，推至公以御天下，成庶務以佚羣才。况乎寅亮所資，安危攸屬，顧是進退，實惟矜慎。其有績，懋致君誠，深知止，則，豈可不優其恩禮，遂以便安上德尊賢。於是乎在銀青光禄大夫。守尚書左僕射。兼門下侍郎。同中書門下平章事。監修國史。陳夷行受天正，性味道至和，雅量川渟厚德山峙，慮必經逺，詞皆摭微舒遲。見君子之容端肅，得大臣之體。文推訓誥，學奥泉源，膏腴五常，枝葉百行，早以精懿，列侍禁闈，温樹既彰於不言。王度毎資於宻贊，洎踐登衮職。左右文宗，遇事必陳，犯鱗靡懼，標掲令範，振揚直聲，逮余纂承，再諧，夢卜輔我以大中之道，𢎞我以可久之規，匡益居多，厥庸甚茂，近者寒暑乖候，歩履或難。雖嘉猷屢竭於沃心，微恙有妨於造膝。朕雖倚賴，方樂優崇，而獻疏披誠，固懐退譲眷言，美志難議，强煩用是，輟爕贊於三台，專儀刑於百揆，庶可資乎頤養，且無替其崇髙，仍加貴勲，式表，光寵，可守尚書左僕射，仍賜上柱國。(會昌二/年六月)。
大臣,罷免,32,杜悰右僕射崔鉉户部尚書制,,"君之任臣也進則用其才勞則逸其事况丹青大化佐
佑朕躬謨明之效已彰嵗月之勤亦至俾其宴息用保
初終尚書右僕射兼門下侍郎同中書門下平章事杜
悰貞荘有容沉厚多敏早歴内外之任備陳經濟之謀
剛厲馳聲肅恭推美通議大夫守中書侍郎兼户部尚
書同中書門下平章事充集賢殿大學士上柱國博陵
縣開國子食邑五百户賜紫金魚袋崔鉉誠明挺操温
粹含章擢自禁垣之中列於台司之上獻替不倦沉研
益光而皆披衮在廷事君𢎞道方當注意資爾令猷或
趨尚之間時聞朋比黜陟之際迹涉依違朕尊禮大臣
虚襟庶政将務羲唐之化所期伊吕之賢茍曰未諧豈
副僉屬臨軒永念能不憮然宜解職三台列官八座長
揆天䑓之右地居户版之雄勉思令圗服我成命悰可
行尚書右僕射鉉可守户部尚書(會昌五/年四月)",君之任臣也，進則用其才，勞則逸其事。况丹青大化，佐佑朕躬。謨明之效已彰，嵗月之勤亦至，俾其宴息用保。初終，尚書右僕射。兼門下侍郎。同中書門下平章事杜悰貞荘有容，沉厚多敏，早歴内外之任，備陳經濟之謀，剛厲馳聲，肅恭推美。通議大夫。守中書侍郎。兼户部尚書。同中書門下平章事。充集賢殿大學士。上柱國。博陵縣開國子，食邑五百户。賜紫金魚袋。崔鉉誠明挺操，温粹含章。擢自禁垣之中，列於台司之上，獻替不倦，沉研益光，而皆披衮在廷，事君𢎞道，方當注意，資爾令猷。或趨尚之間，時聞朋比，黜陟之際，迹涉依違。朕尊禮大臣，虚襟庶政，将務羲唐之化，所期伊吕之賢，茍曰未諧，豈副僉屬臨軒永念，能不憮然，宜解職三台，列官八座，長揆天䑓之右，地居户版之雄勉，思令圗服我成命，悰可行。尚書右僕射鉉可守户部尚書。(會昌五/年四月)。
大臣,罷免,33,鄭朗太子少師制,,"相輔之臣賢傑是膺茍或道茂台階功宣時柄洪化方
深於倚汪微疴遽告其退休宜降寵私俾安頤攝庶得
君臣之義實全終始之恩通議大夫守中書侍郎兼禮
部尚書同中書門下平章事監修國史上柱國賜紫金
魚袋鄭朗靈鳳耀儀非熊表德貞厚可以鎮風俗謙恭
可以和神人量合澄波氣凝金璞論議必根於王化文
章雅叶於國經起於卑寮積乃重望自周旋䑓閣總領
藩方故事書著於典章仁聲藹流於謠詠頃司邦計國
用以殷逮領憲闈朝綱載肅洎乎克符夢卜遂委鈞衡
理庶政而百度惟貞調元氣而三光増耀而又勤獻納
稍失節宣屢陳謝病之辭待舉優賢之命是用釋兹機
務允乃至誠爾其專一精神輔助藥石将圗有間務在
無營往參六傅之榮仍加貳令之職用為羽翼爰輟股
肱嘉猷永播於事公深睠豈忘於興寝慎爾多福祗膺
恩寵可檢校尚書右僕射兼太子少師(大中十一/年十月)",相輔之臣，賢傑是膺。茍或道茂台階，功宣時柄，洪化方深於倚汪微疴，遽告其退休，宜降寵私，俾安頤攝，庶得君臣之義，實全終始之恩。通議大夫。守中書侍郎。兼禮部尚書。同中書門下平章事。監修國史。上柱國，賜紫金魚袋。鄭朗靈鳳耀儀非熊。表德貞厚可以鎮風俗，謙恭可以和神人。量合澄波，氣凝金璞，論議必根於王化，文章雅叶於國經起於卑寮，積乃重望，自周旋䑓閣，總領藩方。故事書著於典章，仁聲藹流於謠詠。頃司邦計，國，用以殷逮，領憲闈朝綱載肅，洎乎克符夢卜，遂委鈞衡，理庶政而百度惟貞，調元氣而三光増耀而又勤。獻納稍失節宣，屢陳謝病之辭，待舉優賢之命，是用釋兹機務，允乃至誠。爾其專一精神，輔助藥石，将圗有間，務在無營，往參六傅之榮，仍加貳令之職，用為羽翼。爰輟股肱，嘉猷永播於事公，深睠豈忘於興寝。慎爾多福，祗膺恩寵，可檢校尚書右僕射，兼太子少師。(大中十一/年十月)。
大臣,罷免,34,鄭畋太子少傅分司東都制,,"門下将相之權安危所係注專戎律秉持國鈞謂成靖
亂之謀以著匡時之績方期功就俄以疾辭仍乖撫字
之方且異毗予之道尚居崇秩猶念初心諸軍四面行
營都統鳳翔隴等州節度觀察處置等使開府儀同三
司守司空兼門下侍郎同中書門下平章事鳳翔尹上
柱國滎陽縣開國子食邑二千户鄭畋藝髙冊府譽動
詞林禮樂在躬衣簮奕代虹玉動連城之價朱絃含清
廟之音才無不周識無不綜踐歴既久聞望時稱禁林
傳麗藻之工鳳沼著經綸之業洎凶徒犯順上國罹災
駕當出於全蜀鎮方臨於右輔因時建䇿遂首興師上
寛焦灼之懐下慰蒸黎之望念其竭節頻降殊恩任三
事之優崇専□之節制許於除授皆俾遵行則朕於施
功之臣可謂無有愛惜而不能傾心養士盡力惜人致
興半菽之嗟竟起多寒之怨既乖撫馭㡬誤機權賴仗
義之徒叶心王事舉善暗符於朕意推姦必違於勲庸
尚保傅於承華仍優游於東洛未妨頤養猶示渥恩凡
百庶寮宜體朕意可太子少師分司東都散官勲封如
故仍且於興元管内　便将養候疾損日赴任主者施
行",門下将相之權，安危所係，注專戎律，秉持國鈞，謂成靖亂之謀，以著匡時之績，方期功就。俄以疾辭，仍乖撫字之方，且異毗予之道，尚居崇秩，猶念初心，諸軍四面行營，都統。鳳翔。隴等州節度。觀察處置等使。開府儀同三司。守司空。兼門下侍郎。同中書門下平章事。鳳翔尹。上柱國。滎陽縣開國子，食邑二千户。鄭畋藝髙冊府，譽動詞林禮樂在躬衣，簮奕代，虹玉，動連城之價。朱絃含清廟之音，才無不周，識無不綜踐。歴既久聞望時稱禁林，傳麗藻之工，鳳沼著經綸之業。洎凶徒犯順上，國罹災，駕，當出於全蜀，鎮方臨於右輔，因時建䇿，遂首興師，上寛焦灼之懐，下慰蒸黎之望。念其竭節，頻降殊恩，任三事之優，崇，専□之節，制許於除授，皆俾遵行。則朕於施功之臣，可謂無有愛惜，而不能傾心養士，盡力惜人，致興半菽之嗟，竟起多寒之怨。既乖撫馭，㡬誤機，權，賴仗義之徒。叶心王事，舉善暗符於朕意，推姦必違於勲庸，尚保傅於承華，仍優游於東洛，未妨頤養，猶示渥恩。凡百庶寮，宜體朕意。可太子少師分司東都，散官，勲封如故，仍且於興元管内，　便将養候疾損，日赴任主者施行。
大臣,罷免,35,裴𦙍鄂岳觀察使制,,"(原闕/)

特進行門下侍郎兼兵部尚書同中書門下平章事監
修國史上柱國裴𦙍秀挺華宗光膺積慶髙懸天爵煥
發人文早著令名亟昇清貫自超翔宥宻演暢綸言因
成魚水之歡遂委棟梁之任張子房之借筯遽展謨猷
謝安石之圍碁将明氣度繄乃之力毗予化源旋屬㓂
犯京師駕惟巡省益表忠貞之節備彰患難之時冒白
刃以脱身激丹誠而報國安危所注中外具瞻道方被
於匡周功已參於微管毎寛宵旰用慰憂勤既在輿言
當存國體爰從爕贊待假優崇朕以夏口奥區武昌重
地况今雈蒲尚擾細柳猶勤全資濟物之仁式叶觀風
之政念兹鈞軸付以察亷連數郡之豐盈問兆人之疾苦
即冀烽烟弭息寰宇清寧俾俟侯藩重歸相印往踐乃
位可檢校兵部尚書兼御史大夫充鄂岳州觀察使散
官勲封如故主者施行",(原闕：/）)）特進行門下侍郎。兼兵部尚書。同中書門下平章事。監修國史。上柱國裴𦙍秀挺華宗，光膺積慶，髙懸天爵，煥發人文，早著令名，亟昇清貫，自超翔宥宻，演暢綸言，因成魚水之歡。遂委棟梁之任。張子房之借筯，遽展謨猷。謝安石之圍碁，将明氣度，繄乃之力，毗予化源，旋屬㓂犯京師，駕惟巡省，益表忠貞之節，備彰患難之時。冒白刃以脱身，激丹誠而報國安危。所注中外具瞻，道方被於匡周，功已參於微管。毎寛宵旰，用慰憂勤。既在輿言，當存國體，爰從爕贊，待假優崇。朕以夏口奥區，武昌重地。况今雈蒲尚擾，細柳猶勤全資濟物之仁，式叶觀風之政。念兹鈞軸，付以察亷。連數郡之豐盈，問兆人之疾苦，即冀烽烟弭息，寰宇清寧。俾俟侯藩重歸，相印往踐，乃位。可檢校兵部尚書兼御史大夫。充鄂岳州觀察使。散官勲封如故，主者施行。
大臣,罷免,36,崔𦙍吏部尚書制,,"門下天地廣運寒暑所以推遷帝王任人理亂係於周
稔故叔敖三相往道堪思胡廣七為前功斯在因詳文
冊爰示徽章扶危匡國致理功臣光禄大夫守中書侍
郎兼吏部尚書同中書門下平章事判度支上柱國清
河郡開國公食邑二千户崔𦙍金莖擢用玉燭資和朱
絃含理代之音蒼璧是禮天之器自付政柄累遇時艱
或已去而復還每勤官而蒞事雖矜直道終失中庸朕
昨者初復上京方安庶品且期静理貴保和光而於敷
奏之間獨有去留之説徒妨事體俾長紛争是用輟乃
鈞衡專兹銓鏡亦将示朝廷之典制保君臣之始終更
茂前功永孚於道可守吏部尚書(光化二/年正月)",門下天地廣運寒暑，所以推遷帝王，任人理亂，係於周稔。故叔敖三相往道，堪思胡廣七為前功斯在，因詳文冊，爰示徽章。扶危匡國，致理功臣光禄大夫。守中書侍郎。兼吏部尚書。同中書門下平章事。判度支。上柱國。清河郡開國公，食邑二千户。崔𦙍金莖擢用，玉燭資和，朱絃含理代之音。蒼璧是禮天之器，自付政柄，累遇時艱，或已去而復還，每勤官而蒞，事，雖矜直道，終失中庸。朕昨者初復上京，方安庶品，且期静理，貴保和光，而於敷奏之間，獨有去留之説，徒妨事體，俾長紛争。是用輟乃鈞衡，專兹銓鏡，亦将示朝廷之典制，保君臣之始終，更茂前功，永孚於道可守吏部尚書(光化二/年正月)）
大臣,罷免,37,裴樞崔逺左右僕射制,,"門下入則秉鈞衡而凝庶政出則正冠冕以長百寮式
資夙舊之臣咸謂重難之地銀青光禄大夫守尚書右僕
射兼門下侍郎同中書門下平章事充太清宫使𢎞文
館大學士延資庫使諸道鹽鐵轉運等使上柱國河東
郡開國侯食邑一千户裴樞周事歴年慎守三紀再持
國柄屢竭訏謨光禄大夫門下侍郎兼兵部尚書同中
書門下平章事監修國史上柱國博陵郡開國公食邑
二千户崔逺語黙有程得喪無撓中樞薦履盡瘁克彰
俱宣夙夜之勤備罄匡扶之業是用均其勞逸顯爾便
蕃燮調暫輟於劇權師表並資於碩望無虧懿效式使
當仁或增䟽爵之榮更表優賢之禮樞可光禄大夫守
尚書左僕射仍進封開國公加食邑一千户勲如故逺
可守尚書右僕射散官勲封並如故(天祐二年三/月二十五日)",門下。入則秉鈞衡而凝庶政，出則正冠冕以長百寮。式資夙舊之臣，咸謂重難之地。銀青光禄大夫。守尚書右僕射。兼門下侍郎。同中書門下平章事。充太清宫使。𢎞文館大學士。延資庫使。諸道鹽鐵轉運等使。上柱國。河東郡開國侯，食邑一千户。裴樞周事歴年，慎守三紀，再持國柄，屢竭訏謨。光禄大夫。門下侍郎。兼兵部尚書。同中書門下平章事。監修國史。上柱國。博陵郡開國公，食邑二千户。崔逺語黙有程，得喪無撓，中樞薦履，盡瘁克彰，俱宣夙夜之勤，備罄匡扶之業。是用均其勞逸，顯爾便蕃燮調，暫輟於劇權，師表並資於碩望，無虧懿效，式使當仁，或增䟽爵之榮，更表優賢之禮。樞可光禄大夫。守尚書左僕射，仍進封開國公，加食邑一千户。勲如故。逺可守尚書右僕射。散官勲封並如故。(天祐二年三/月二十五日)。
大臣,休致,1,盧懷慎去官養疾勅,,"勅留侯多病漢皇許其頤養吕䝉未瘳吳王因而&KR0579;戚
此則古之義也銀青光禄大夫檢校黄門監上柱國漁
陽郡開國伯盧懷慎大才宏識資忠履信學窮墳典文
緯邦國朕之倚賴人實具瞻頃者忘身狥公積勞為癘
竭誠抗表固辭在職方欲省其謀慮專於導引且憑針
艾之術副朕鹽梅之期宜聽去官許其養病",勅，留侯多病，漢皇許其頤養，吕䝉未瘳，吳王因而□戚。此則古之義也。銀青光禄大夫。檢校黄門監。上柱國。漁陽郡開國伯盧懷慎大才宏識，資忠履信，學窮墳典，文緯邦國。朕之倚賴，人實具瞻。頃者忘身狥公，積勞為癘，竭誠抗表，固辭在職，方欲省其謀慮，專於導引，且憑針艾之術，副朕鹽梅之期，宜聽去官，許其養病。
大臣,休致,2,杜佑太保致仕制,,"宣力濟時為臣之懿躅辭榮告老行已之髙風况乎任
重公台義深翼贊秉冲讓之志堅金石之誠敦諭既勤
堅執彌固則當遂其忠懇進以崇名尚齒優賢斯王化
之本也金紫光禄大夫守司徒同中書門下平章事兼
崇文館大學士充太清宫使上柱國岐國公食邑三千
户杜佑巖廊上材邦國茂器藴經通之識體温厚之姿
寛裕本乎性情謨猷彰乎事業博聞强學知厯代沿革
之宜為政恵人審羣黎利病之要由是再司邦用累歴
藩方出總戎麾入和鼎實聿膺重寄歴事先朝左右朕
躬夙夜不懈命以詔冊登之上台肅恭在廷華髪承弁
兹可謂國之元老人之具瞻者也朕纉承丕業思𢎞景
化選勞求舊期致時雍方申引翼之儀遽抗懸車之請
而又固辭年病乞就休閒已而復來星琯屢變有不可
抑良用耿然永惟古先哲王君臣之際臣有耆艾以求
其退君有優賜以狥其情乃輟鄧禹敷教之功仍増王
祥輔導之秩俾養浩然之氣安於敬止之鄉庶頤神保
和永綏福履仍加階級以厚寵章其惟敬哉兹謂全致
光禄大夫守太保致仕宜朝朔望",宣力濟時，為臣之懿躅，辭榮告老，行已之髙風。况乎任重公台，義深翼贊，秉冲讓之志，堅金石之誠。敦諭既勤，堅執彌固，則當遂其忠懇，進以崇名，尚齒優賢，斯王化之本也。金紫光禄大夫。守司徒。同中書門下平章事。兼崇文館大學士。充太清宫使。上柱國。岐國公，食邑三千户。杜佑巖廊上材邦國茂器，藴經通之識，體温厚之姿。寛裕本乎性情，謨猷彰乎事業。博聞强學，知厯代沿革之宜。為政恵人，審羣黎利病之要。由是再司邦用，累歴藩方，出總戎麾，入和鼎實聿膺重寄，歴事先朝，左右朕躬夙夜不懈，命以詔冊登之上台，肅恭在廷，華髪承弁。兹可謂國之元老，人之具瞻者也。朕纉承丕業，思𢎞景化，選勞求舊，期致時雍，方申引翼之儀，遽抗懸車之請，而又固辭年病，乞就休閒，已而復來，星琯屢變，有不可抑，良用耿然。永惟古先哲王，君臣之際，臣有耆艾以求其退，君有優賜以狥其情。乃輟鄧禹敷教之功，仍増王祥輔導之秩，俾養浩然之氣，安於敬止之鄉。庶頤神保和，永綏福履，仍加階級，以厚寵章。其惟敬哉！兹謂全致光禄大夫。守太保，致仕，宜朝朔望。
大臣,貶降,1,張嘉貞幽州刺史制,,"中書令張嘉貞備位宰官夙承恩命不能勵其公節以訓
私門其弟嘉祐頃縁奨愛遷在清秩憑寵自肆黷貨有彰豈可仍
踐台階儀刑百辟貶居藩守俾肅朝倫可幽州刺史",中書令張嘉貞，備位宰官，夙承恩命，不能勵其公節，以訓私門。其弟嘉祐頃，縁奨愛，遷在清秩，憑寵自肆，黷貨有彰，豈可仍踐台階，儀刑百辟，貶居藩守，俾肅朝倫。可幽州刺史
大臣,貶降,2,杜暹荆州長史李元紘曹州刺史制,,"出納王言發揮綸翰宰臣之任選衆推賢檢校黄門侍
郎同中書門下平章杜暹同中書門下平章事李元紘䓁咸勵忠
勤用登樞揆雖清以自牧而道則未宏不能同心戮力以祇帝載
而乃肆懐相短以玷朝綸朕縁事醜股肱情惟隠蔽掩其累
而不率遂其過而彌彰将何以緝敘三光儀刑官辟宜囬
中禁俾列專城暹可荆州長史元紘可曹州刺史",出納王言，發揮綸翰，宰臣之任，選衆推賢。檢校黄門侍郎。同中書門下平章杜暹同中書門下平章事。李元紘䓁咸勵忠勤，用登樞揆。雖清以自牧，而道則未宏，不能同心戮力，以祇帝載，而乃肆懐相短，以玷朝綸。朕縁事醜股肱，情惟隠蔽，掩其累而不率，遂其過而彌彰，将何以緝敘三光，儀刑官辟，宜囬中禁，俾列專城。暹可荆州長史，元紘可，曹州刺史。
大臣,貶降,3,宇文融汝州刺史制,,"事君之節在於匪躬為臣則忠期於無隠黄門侍郎同
中書門下平章事宇文融幸借藝能俾承推薦往以封
輯田户漕運邉儲用其籌謀頗有𢎞益三遷憲府再入
禮闈仍仗以訏謨委其宻勿雖十旬入拜一日九遷方
此超騰彼未為速庶違爾弼乆則佇於昌言謀而不臧近頗
彰於公論交游非謹舉薦或虧将何以論道三台具瞻
百辟宜輟中樞之位居外藩之寄可汝州刺史",事君之節，在於匪躬。為臣則忠期於無隠。黄門侍郎。同中書門下平章事宇文融幸借藝能，俾承推薦，往以封輯田户。漕運邉儲，用其籌謀，頗有𢎞益。三遷憲府，再入禮闈，仍仗以訏謨，委其宻勿。雖十旬入拜，一日九遷，方此超騰，彼未為速，庶違爾弼乆，則佇於昌言，謀而不臧，近頗彰於公論，交游非謹，舉薦或虧，将何以論道三台，具瞻百辟，宜輟中樞之位，居外藩之寄可。汝州刺史，
